Time,rh,mos,vocs,mos_sen
11100,12.15641695,886.1407233,340.385889,2.603341536
11400,11.05578057,769.6857765,342.0395194,2.250283177
11700,10.98595938,882.7922038,343.5410504,2.569684766
12000,8.614352228,773.530966,344.8888739,2.242841171
12300,13.66544299,912.7499571,346.0815469,2.637384066
12600,10.72065173,758.8396086,347.1177921,2.186115566
12900,7.933929982,904.8670153,347.9964998,2.600218726
13200,11.35426954,808.3417969,348.7167292,2.318047083
13500,14.53316447,815.1733221,349.277709,2.333883042
13800,13.78006726,706.4129245,349.6788385,2.020176364
14100,7.868241781,818.8120776,349.9196881,2.340000021
14400,10.43314581,993.273787,350,2.837925106
14700,10.81380832,850.7470715,349.9196881,2.431263802
15000,10.44580772,835.1004727,349.6788385,2.388192767
15300,13.21333624,800.8522772,349.277709,2.292881156
15600,15.80570747,728.312265,348.7167292,2.088549828
15900,11.58840915,905.5918935,347.9964998,2.60230173
16200,10.22628504,968.3713711,347.1177921,2.78974859
16500,14.40689887,626.8568299,346.0815469,1.811298047
16800,18.08993682,653.8497511,344.8888739,1.895827324
17100,20.62605917,771.6212632,343.5410504,2.246081691
17400,17.65357877,585.2329089,342.0395194,1.711009622
17700,22.16930522,502.5358279,340.385889,1.476370919
18000,16.31276465,793.6943337,338.5819299,2.344172159
18300,20.2123638,525.7232837,336.6295737,1.561726374
18600,22.26895605,678.0510334,334.5309112,2.026871092
18900,25.37791374,710.2071633,332.2881897,2.137322918
19200,26.92434739,558.0149415,329.9038106,1.691447397
19500,26.55232179,500.1090561,327.3803272,1.527608761
19800,24.71805745,409.1256521,324.7204418,1.259931927
20100,26.10120399,407.6304903,321.9270027,1.266220252
20400,25.72682037,468.3441599,319.003001,1.468149699
20700,32.21206685,385.0104339,315.951568,1.218574215
21000,29.21300085,343.0607397,312.7759711,1.096825752
21300,27.44367522,461.1605602,309.4796109,1.49011613
21600,30.66679446,472.8982732,306.0660172,1.545085853
21900,37.68459086,366.8792933,302.5388453,1.212668386
22200,35.22403375,526.8665336,298.9018723,1.762673916
22500,38.08741403,408.8687219,295.1589926,1.385249076
22800,38.11298205,357.3557502,291.3142144,1.226702072
23100,37.66594951,490.6038703,287.3716545,1.707210376
23400,36.75453254,262.9810494,283.335535,0.928161197
23700,38.29980075,492.7893307,279.2101776,1.764940429
24000,41.78364263,223.670126,275,0.813345913
24300,38.46579375,457.5104044,270.7095105,1.690041859
24600,34.78395088,284.3563403,266.3433035,1.067630898
24900,43.16778715,352.4562499,261.9060545,1.345735404
25200,43.21670904,292.389886,257.4025149,1.135924745
25500,39.91227442,220.0353206,252.8375072,0.870263764
25800,40.01246497,217.0037759,248.2159198,0.874254061
26100,36.96517449,315.5482384,243.5427016,1.295658775
26400,41.8940001,192.3181629,238.8228568,0.805275364
26700,39.63913978,358.8039836,234.0614395,1.532947864
27000,42.09842882,237.1314046,229.2635483,1.034317956
27300,43.4531131,305.4247707,224.434321,1.360864815
27600,36.22236819,249.3930777,219.5789288,1.135778733
27900,38.48588022,270.32103,214.702571,1.259048872
28200,35.72181719,215.9146497,209.8104694,1.029093783
28500,36.04641255,301.2637355,204.9078624,1.470239999
28800,35.32950705,232.5895845,200,1.162947922
29100,32.61130187,321.2666703,195.0921376,1.646743299
29400,37.44445124,265.3996598,190.1895306,1.395448314
29700,30.09494599,273.277438,185.297429,1.474804262
30000,36.90762512,280.3559746,180.4210712,1.553898183
30300,34.34236674,182.977375,175.565679,1.042216087
30600,27.39752736,235.4653725,170.7364517,1.379116001
30900,32.97417024,235.3151739,165.9385605,1.418086147
31200,31.36248832,204.5528508,161.1771432,1.269118231
31500,25.50376774,259.8267435,156.4572984,1.660687907
31800,31.94824297,209.5030158,151.7840802,1.380270022
32100,27.83881829,217.4923223,147.1624928,1.47790594
32400,23.01028618,287.1426425,142.5974851,2.013658531
32700,20.18619322,304.8038548,138.0939455,2.207220988
33000,22.53505522,205.2901202,133.6566965,1.535950877
33300,25.70317457,267.5877553,129.2904895,2.069663101
33600,22.4266817,198.6933154,125,1.589546523
33900,20.36772517,266.4503621,120.7898224,2.205900769
34200,19.17034216,165.0613724,116.664465,1.414838463
34500,17.91589186,167.0408543,112.6283455,1.483115583
34800,13.87601667,245.6499757,108.6857856,2.260184938
35100,17.19529205,250.8365756,104.8410074,2.392542592
35400,18.70399603,181.0007885,101.0981277,1.790347582
35700,16.44204466,186.7943812,97.4611547,1.916603408
36000,12.30439865,234.7689173,93.93398282,2.499296956
36300,15.05135847,191.0012914,90.5203891,2.110036129
36600,14.1888506,157.286596,87.22402888,1.803248462
36900,9.153082098,181.6759755,84.048432,2.161562937
37200,9.982719801,188.9115445,80.99699896,2.332327703
37500,6.890343001,234.638779,78.07299731,3.005376853
37800,10.07072078,152.2227238,75.27955815,2.02209906
38100,7.77245758,196.9812381,72.61967277,2.712505173
38400,14.66348302,149.001402,70.09618943,2.125670499
38700,9.799618316,168.4051455,67.71181035,2.487086737
39000,12.32385059,161.9716236,65.46908877,2.474016771
39300,11.34291333,156.0782552,63.37042626,2.462951008
39600,9.272226594,163.0859606,61.41807012,2.655341665
39900,10.26387173,121.5233087,59.61411099,2.038499052
40200,14.11974409,122.2768751,57.96048058,2.109659441
40500,10.45985803,148.2674182,56.45894964,2.626110105
40800,8.762767981,140.5440379,55.11112606,2.550193545
41100,15.10126557,102.8698253,53.91845311,1.907877904
41400,7.941549484,131.3830236,52.88220794,2.484446635
41700,17.10624174,79.14661368,52.00350019,1.521947819
42000,12.82644329,104.0068651,51.28327079,2.028085641
42300,13.5004729,130.3113261,50.722291,2.569113571
42600,16.46192489,95.37015428,50.32116151,1.89522959
42900,18.88762602,118.5642181,50.08031188,2.367481625
43200,19.07536964,112.3296705,50,2.24659341
43500,18.03202315,111.7251854,50.08031188,2.23092032
43800,17.6691589,92.73882643,50.32116151,1.842938908
44100,15.09718928,84.06836276,50.722291,1.657424401
44400,19.14504067,97.50596582,51.28327079,1.901321119
44700,21.16796559,116.9533225,52.00350019,2.248950975
45000,19.40244773,125.0941352,52.88220794,2.365524059
45300,19.93186819,117.1760892,53.91845311,2.173209402
45600,27.78294354,81.51389932,55.11112606,1.47908245
45900,27.15791508,110.4265802,56.45894964,1.955873798
46200,29.0457291,70.72807982,57.96048058,1.220281114
46500,26.06156558,88.73016342,59.61411099,1.488408733
46800,25.38908682,75.86333217,61.41807012,1.235195636
47100,30.68277145,65.24346312,63.37042626,1.029556955
47400,32.6536637,76.07111692,65.46908877,1.161939449
47700,31.86750561,85.42280733,67.71181035,1.261564369
48000,33.18321134,128.7178206,70.09618943,1.836302681
48300,30.99678799,79.75663573,72.61967277,1.098278644
48600,35.05784517,123.7065916,75.27955815,1.643295931
48900,36.18474297,93.97643048,78.07299731,1.203699534
49200,38.32726954,84.47585734,80.99699896,1.04295046
49500,34.71013371,89.23216133,84.048432,1.061675503
49800,35.01495585,111.3032983,87.22402888,1.276062339
50100,42.47013556,103.974762,90.5203891,1.148633617
50400,42.27905777,93.03907308,93.93398282,0.990472993
50700,43.18613737,145.9469562,97.4611547,1.497488478
51000,43.35270724,113.3488178,101.0981277,1.121176231
51300,40.6328338,101.0213821,104.8410074,0.96356745
51600,39.98499425,111.4641009,108.6857856,1.025562821
51900,35.98214733,164.343711,112.6283455,1.459168297
52200,39.66238882,182.8170339,116.664465,1.56703272
52500,39.80479022,194.0771193,120.7898224,1.60673404
52800,37.19451072,159.1693744,125,1.273354995
53100,35.40001501,179.9406198,129.2904895,1.391754495
53400,39.71523604,135.8924878,133.6566965,1.016727866
53700,37.77240581,251.6191578,138.0939455,1.822086818
54000,42.81347194,176.8027627,142.5974851,1.239872937
54300,37.54139692,141.2656306,147.1624928,0.959929585
54600,41.20438528,271.3496255,151.7840802,1.787734426
54900,38.75964282,224.6823466,156.4572984,1.436061781
55200,34.75688424,258.341192,161.1771432,1.602840122
55500,37.63808386,241.0861648,165.9385605,1.452864024
55800,30.73331198,221.7813322,170.7364517,1.298968849
56100,37.82562577,255.8747779,175.565679,1.457430514
56400,29.69193313,369.5297214,180.4210712,2.048151688
56700,33.56580518,350.1237919,185.297429,1.889523205
57000,28.70278026,221.303082,190.1895306,1.163592345
57300,30.00270039,223.2653015,195.0921376,1.14440953
57600,29.15899058,276.5829056,200,1.382914528
57900,30.199046,233.6392074,204.9078624,1.140215923
58200,27.31800315,361.4512201,209.8104694,1.722751115
58500,28.46103253,402.3792151,214.702571,1.874123878
58800,26.67129436,276.6183553,219.5789288,1.259767305
59100,25.21954329,343.5245983,224.434321,1.530624179
59400,24.67556697,417.9338492,229.2635483,1.822940682
59700,24.08980586,413.7664018,234.0614395,1.767768338
60000,22.26436623,491.9112456,238.8228568,2.059732692
60300,17.91448297,406.3062543,243.5427016,1.668316282
60600,21.40550004,409.3989732,248.2159198,1.6493663
60900,13.30776236,517.7964749,252.8375072,2.047941702
61200,17.37838648,598.4226313,257.4025149,2.324851533
61500,16.38846893,593.6445524,261.9060545,2.26663165
61800,17.73967915,493.2541813,266.3433035,1.851948875
62100,11.35451392,647.9913914,270.7095105,2.393677969
62400,11.56226058,604.2585337,275,2.197303759
62700,14.05205291,701.9528342,279.2101776,2.514066071
63000,14.01457314,705.547413,283.335535,2.49014799
63300,11.5106354,585.0226611,287.3716545,2.035770236
63600,9.183470403,852.3183541,291.3142144,2.925769881
63900,10.48921389,607.2425794,295.1589926,2.057340601
64200,9.96911967,817.9900557,298.9018723,2.736650826
64500,11.53385971,750.308352,302.5388453,2.480039716
64800,11.73536712,810.7789095,306.0660172,2.649032771
65100,13.4352566,816.9549827,309.4796109,2.639769968
65400,11.39531565,721.5505367,312.7759711,2.306924455
65700,9.168410688,827.126421,315.951568,2.617889907
66000,13.13852596,793.7235865,319.003001,2.488138306
66300,8.176386312,781.8905417,321.9270027,2.4287821
66600,8.537988241,878.0773941,324.7204418,2.704102609
66900,7.832508971,719.7284912,327.3803272,2.198447589
67200,13.00473935,731.2340593,329.9038106,2.21650686
67500,11.80075558,785.0914342,332.2881897,2.36268233
67800,12.24653431,751.4702142,334.5309112,2.246340141
68100,12.41920095,640.3805871,336.6295737,1.902330149
68400,12.634093,611.9432685,338.5819299,1.807371317
68700,16.46526967,806.5764717,340.385889,2.369594327
69000,16.75184911,619.9948376,342.0395194,1.812640945
69300,15.21151185,665.3095289,343.5410504,1.936623085
69600,14.83425218,833.5751187,344.8888739,2.416938271
69900,21.37804546,513.3036047,346.0815469,1.483186865
70200,21.63834198,453.1341179,347.1177921,1.305418876
70500,20.90491527,726.4595493,347.9964998,2.087548437
70800,19.71238922,649.3240692,348.7167292,1.862038769
71100,20.09352268,763.2321496,349.277709,2.185172801
71400,20.67480062,663.8052936,349.6788385,1.898328468
71700,27.81131347,471.5309674,349.9196881,1.347540545
72000,25.26623951,451.6530833,350,1.290437381
72300,30.11414627,481.5034204,349.9196881,1.376039808
72600,31.93826578,650.8115627,349.6788385,1.861169425
72900,27.20411525,687.8964988,349.277709,1.969482968
73200,32.4660635,435.1392596,348.7167292,1.247830182
73500,31.87824774,513.9192261,347.9964998,1.476794239
73800,33.22257439,568.4728635,347.1177921,1.637694398
74100,31.68311763,633.3503024,346.0815469,1.830060886
74400,29.58695231,379.8427918,344.8888739,1.101348349
74700,34.04585784,638.2190177,343.5410504,1.857766392
75000,37.24095712,373.8324089,342.0395194,1.092950924
75300,38.6455135,543.3900639,340.385889,1.596394214
75600,38.3235338,498.7652474,338.5819299,1.47310061
75900,34.8407666,404.8785006,336.6295737,1.202741922
76200,39.11600531,495.6359562,334.5309112,1.481584928
76500,39.44698358,585.2059873,332.2881897,1.761139895
76800,37.17343655,485.1942299,329.9038106,1.470714233
77100,43.08573982,467.8384202,327.3803272,1.429036449
77400,40.46217088,385.0374892,324.7204418,1.185750694
77700,37.59922307,504.7211814,321.9270027,1.567812508
78000,42.39730695,492.1158225,319.003001,1.542668316
78300,41.19084009,406.6973338,315.951568,1.287214165
78600,37.01213393,518.1414468,312.7759711,1.656589683
78900,39.75656211,318.9007307,309.4796109,1.030441811
79200,42.60645436,390.5076912,306.0660172,1.275893661
79500,36.67742453,530.2634315,302.5388453,1.752711891
79800,41.48378336,396.0086689,298.9018723,1.324878516
80100,39.02918098,465.3705429,295.1589926,1.576677501
80400,37.37263729,541.4973027,291.3142144,1.85880838
80700,37.46722446,509.9763278,287.3716545,1.774622931
81000,39.6486915,383.9717994,283.335535,1.355184056
81300,40.4639416,241.4208995,279.2101776,0.864656516
81600,34.80554214,285.8172932,275,1.039335612
81900,39.21831781,485.7103484,270.7095105,1.794212355
82200,29.70353747,507.6341363,266.3433035,1.905939175
82500,34.3549785,399.0292414,261.9060545,1.523558675
82800,30.84893079,445.4641662,257.4025149,1.730613108
83100,30.79630646,314.3197843,252.8375072,1.243169132
83400,30.2178289,466.5339983,248.2159198,1.879549058
83700,32.18384429,475.2151833,243.5427016,1.951260211
84000,30.95867601,374.7613232,238.8228568,1.569202079
84300,23.44474938,455.0726968,234.0614395,1.94424463
84600,25.0168235,443.9881611,229.2635483,1.936584182
84900,24.7140221,472.9999853,224.434321,2.107520736
85200,26.66677763,270.5285575,219.5789288,1.232033324
85500,24.18606161,284.3610852,214.702571,1.324441919
85800,19.72905318,316.2320129,209.8104694,1.507227041
86100,22.74646724,317.8576683,204.9078624,1.55122241
86400,20.23808704,281.2640502,200,1.406320251
86700,17.92957963,296.2250479,195.0921376,1.518385372
87000,17.51261835,464.0753358,190.1895306,2.440067728
87300,21.35792934,415.7415377,185.297429,2.243644394
87600,17.81272173,272.8457687,180.4210712,1.512272191
87900,14.96655651,365.6187485,175.565679,2.082518352
88200,13.09152067,354.1697876,170.7364517,2.074365398
88500,11.95066016,360.6361494,165.9385605,2.173311304
88800,10.43414534,418.7644469,161.1771432,2.598162733
89100,16.80500929,379.4921008,156.4572984,2.425531468
89400,7.431438915,402.6523745,151.7840802,2.652797144
89700,8.207744491,379.229549,147.1624928,2.576944313
90000,15.22721496,357.9768034,142.5974851,2.510400538
90300,8.183114014,298.5001477,138.0939455,2.161573026
90600,13.04486924,258.077443,133.6566965,1.930897963
90900,9.758116663,303.2518927,129.2904895,2.345508119
91200,6.550037027,295.2031401,125,2.361625121
91500,12.06133966,286.2095093,120.7898224,2.36948365
91800,9.103847207,322.3892036,116.664465,2.763388178
92100,8.227817395,299.8902014,112.6283455,2.662652995
92400,7.17532457,269.2295201,108.6857856,2.477136439
92700,7.479685168,248.7179261,104.8410074,2.372334379
93000,11.18666634,219.0251668,101.0981277,2.166461157
93300,9.988070625,262.5370344,97.4611547,2.693760763
93600,14.57486144,165.3870908,93.93398282,1.760673675
93900,10.65956105,254.9854078,90.5203891,2.816883692
94200,11.20675913,199.7457906,87.22402888,2.290031694
94500,11.65621751,159.1535289,84.048432,1.893593076
94800,18.12016877,175.1495734,80.99699896,2.162420529
95100,16.43688861,173.7893661,78.07299731,2.225985579
95400,16.12720136,162.6475103,75.27955815,2.160580034
95700,14.35751581,187.7839582,72.61967277,2.585855196
96000,21.78137727,145.0068418,70.09618943,2.068683661
96300,18.50639968,138.533476,67.71181035,2.045927812
96600,17.47960068,137.4694847,65.46908877,2.099761694
96900,23.64062892,79.84347186,63.37042626,1.259948474
97200,22.7264706,104.4895125,61.41807012,1.701282901
97500,21.47427925,107.5020451,59.61411099,1.803298637
97800,23.12168539,127.3143156,57.96048058,2.196571083
98100,29.4907564,80.76473039,56.45894964,1.430503594
98400,23.86405274,100.3291722,55.11112606,1.820488517
98700,28.4490072,100.1020302,53.91845311,1.85654492
99000,25.70761601,70.03971638,52.88220794,1.324447657
99300,29.53354235,99.00003453,52.00350019,1.903718676
99600,34.35053262,72.89804394,51.28327079,1.421478053
99900,31.22155735,63.83132207,50.722291,1.25844714
100200,31.23674475,74.10338765,50.32116151,1.472608847
100500,33.09776128,66.10745285,50.08031188,1.320028777
100800,32.38579426,63.95699444,50,1.279139889
101100,32.07776931,70.0856316,50.08031188,1.399464759
101400,31.83174713,70.13777103,50.32116151,1.393802705
101700,35.86245054,68.62649453,50.722291,1.352984914
102000,40.05426359,54.33401604,51.28327079,1.059488118
102300,38.20452107,62.88881233,52.00350019,1.209318836
102600,37.45349491,65.23193528,52.88220794,1.233532748
102900,34.90473467,51.99072407,53.91845311,0.964247323
103200,36.39410973,93.01483649,55.11112606,1.687768753
103500,36.41158729,88.90870111,56.45894964,1.574749472
103800,38.83377065,94.67970384,57.96048058,1.633521719
104100,41.96514279,64.19850281,59.61411099,1.076901119
104400,43.19145312,78.24947981,61.41807012,1.274046541
104700,38.18931855,110.0953725,63.37042626,1.737330471
105000,36.15452724,106.8815285,65.46908877,1.632549505
105300,43.29988473,66.91002225,67.71181035,0.988158815
105600,38.79044926,61.97252642,70.09618943,0.884106924
105900,37.53600311,89.45735654,72.61967277,1.23186119
106200,37.54382066,84.92765876,75.27955815,1.128163619
106500,34.70104911,113.8350015,78.07299731,1.458058553
106800,34.51560089,88.84482487,80.99699896,1.09689033
107100,40.38985506,108.8839165,84.048432,1.295490158
107400,33.63866375,83.90456337,87.22402888,0.961943222
107700,37.89816492,113.5473099,90.5203891,1.254383803
108000,34.1658677,119.7773119,93.93398282,1.275122254
108300,38.09853177,165.0533744,97.4611547,1.693529847
108600,30.08732211,163.8364582,101.0981277,1.620568668
108900,29.69475228,124.9698285,104.8410074,1.191993778
109200,29.54472679,208.6156425,108.6857856,1.919438142
109500,31.71687817,206.6964316,112.6283455,1.83520792
109800,25.38681291,215.2705174,116.664465,1.845210684
110100,32.833668,236.4688107,120.7898224,1.957688206
110400,30.0657878,215.7448253,125,1.725958602
110700,29.32003221,142.5340009,129.2904895,1.102432217
111000,25.10959351,218.7179154,133.6566965,1.636415692
111300,26.10514247,170.9351471,138.0939455,1.237817823
111600,23.16396105,289.721053,142.5974851,2.03174027
111900,25.55622355,263.8123997,147.1624928,1.79266058
112200,17.97768414,335.6141868,151.7840802,2.211129035
112500,20.16715219,363.0089888,156.4572984,2.320179324
112800,23.40833375,263.389378,161.1771432,1.634160854
113100,20.54865637,310.3528919,165.9385605,1.87028796
113400,18.47574074,382.6949326,170.7364517,2.241436605
113700,11.84967249,428.3568252,175.565679,2.439866537
114000,13.97546579,400.8923629,180.4210712,2.221981946
114300,17.09803934,355.655527,185.297429,1.91937648
114600,10.67646549,509.2783688,190.1895306,2.677741341
114900,15.93718223,386.0100229,195.0921376,1.978603688
115200,10.68634989,513.5359196,200,2.567679598
115500,7.561359811,630.2084599,204.9078624,3.075569929
115800,10.82097953,514.2391899,209.8104694,2.450970113
116100,14.08899329,545.9592989,214.702571,2.542863349
116400,11.54983876,431.5828365,219.5789288,1.965502058
116700,14.42797947,371.8034867,224.434321,1.656624909
117000,12.36860371,600.316991,229.2635483,2.618458082
117300,7.131260831,625.936981,234.0614395,2.674242209
117600,8.651427895,528.0852802,238.8228568,2.211200751
117900,14.47037421,507.1172112,243.5427016,2.082251728
118200,6.719527858,751.5812445,248.2159198,3.027933281
118500,8.19665103,652.3753656,252.8375072,2.580215937
118800,11.03499201,536.8431973,257.4025149,2.08561753
119100,12.72847559,453.1258689,261.9060545,1.730108415
119400,11.12214435,648.4018982,266.3433035,2.434459172
119700,11.03344216,500.9334242,270.7095105,1.850446345
120000,7.997369884,647.0020992,275,2.352734906
120300,14.23355965,466.6761176,279.2101776,1.671415138
120600,17.17663054,686.4239449,283.335535,2.422653922
120900,15.45897167,680.9487122,287.3716545,2.369575083
121200,14.32245491,739.592202,291.3142144,2.538812614
121500,20.08940296,588.8853698,295.1589926,1.995146292
121800,15.18634085,497.1484393,298.9018723,1.663249666
122100,17.89777295,728.6276086,302.5388453,2.40837704
122400,18.43167611,553.6107812,306.0660172,1.808795326
122700,20.05715617,529.6941041,309.4796109,1.711563817
123000,18.57450403,470.5373057,312.7759711,1.504390839
123300,20.49595652,615.7887473,315.951568,1.948997282
123600,19.13984125,498.2421074,319.003001,1.56187279
123900,22.28459018,537.4762722,321.9270027,1.669559458
124200,24.9608802,629.0631667,324.7204418,1.937245352
124500,26.32690051,601.5167303,327.3803272,1.837363703
124800,24.17644685,525.2619224,329.9038106,1.592166885
125100,31.11678013,655.6206665,332.2881897,1.973048357
125400,29.77679884,557.0054379,334.5309112,1.665034289
125700,31.1547739,641.5041673,336.6295737,1.905667884
126000,30.5140037,464.7647665,338.5819299,1.372680363
126300,33.04778389,525.3215861,340.385889,1.543311879
126600,33.31848957,428.381932,342.0395194,1.252434025
126900,35.49789117,337.7309811,343.5410504,0.9830877
127200,38.23535968,357.0272827,344.8888739,1.03519513
127500,38.21924856,354.3215387,346.0815469,1.023809394
127800,36.9676845,411.2517611,347.1177921,1.184761399
128100,34.72300714,526.0920742,347.9964998,1.511774039
128400,34.17276162,481.9778318,348.7167292,1.382147145
128700,41.87717216,553.985836,349.277709,1.58608987
129000,41.92621244,414.7634914,349.6788385,1.186126942
129300,43.53074456,353.4390316,349.9196881,1.010057575
129600,37.2492117,591.2421557,350,1.689263302
129900,38.177973,459.7747769,349.9196881,1.31394372
130200,39.95643384,385.8433073,349.6788385,1.103421954
130500,43.0610774,432.6850335,349.277709,1.238799449
130800,41.88711718,592.183122,348.7167292,1.698178127
131100,39.62089965,546.7855125,347.9964998,1.571238541
131400,37.87839014,436.209989,347.1177921,1.256662721
131700,43.58417871,463.6021188,346.0815469,1.3395748
132000,41.10038718,433.2002989,344.8888739,1.256057622
132300,43.26117303,514.2538202,343.5410504,1.496921022
132600,42.31490445,360.4032145,342.0395194,1.053688811
132900,38.55818271,299.1060326,340.385889,0.878726299
133200,37.00304465,463.0737263,338.5819299,1.367685885
133500,38.61602881,399.1138655,336.6295737,1.185617357
133800,39.61891846,552.3576959,334.5309112,1.651140978
134100,32.58399826,471.2096713,332.2881897,1.418075291
134400,32.35910892,465.4511072,329.9038106,1.410869145
134700,35.40631857,623.8348172,327.3803272,1.905535444
135000,29.67864213,648.9798179,324.7204418,1.998580115
135300,35.71992016,586.3132604,321.9270027,1.821261514
135600,27.91031303,583.5977951,319.003001,1.829442962
135900,32.86513989,490.0611476,315.951568,1.551064142
136200,25.33821548,471.066233,312.7759711,1.506081913
136500,26.9465597,484.3620194,309.4796109,1.565085396
136800,24.98608717,560.0272033,306.0660172,1.829759502
137100,24.04675196,587.8673053,302.5388453,1.943113469
137400,26.90113878,389.8705615,298.9018723,1.304342989
137700,20.67115297,645.8502151,295.1589926,2.188143446
138000,24.94130001,575.0811342,291.3142144,1.974092255
138300,19.61262414,655.3306941,287.3716545,2.280429137
138600,23.01294076,450.674463,283.335535,1.590603392
138900,21.53182734,565.189434,279.2101776,2.024243668
139200,21.83859826,608.6083071,275,2.213121117
139500,20.83871102,383.4349675,270.7095105,1.41640745
139800,18.79951782,501.0587534,266.3433035,1.881251553
140100,16.22777054,649.8406769,261.9060545,2.481197612
140400,14.65204803,666.0649943,257.4025149,2.587639809
140700,12.78987933,502.3497202,252.8375072,1.986848098
141000,12.7319779,541.1494855,248.2159198,2.180156236
141300,15.38276694,577.3080023,243.5427016,2.370459055
141600,11.27694139,571.9808438,238.8228568,2.395000427
141900,10.29475823,587.5696831,234.0614395,2.510322437
142200,9.775683763,604.2884301,229.2635483,2.635780675
142500,11.17533764,614.1880425,224.434321,2.73660481
142800,8.625407214,485.960357,219.5789288,2.213146587
143100,14.6633906,402.8801832,214.702571,1.87645719
143400,12.55409775,457.3549347,209.8104694,2.179848012
143700,12.82267993,524.9798589,204.9078624,2.562028869
144000,7.705497387,596.4938781,200,2.982469391
144300,11.33247884,386.1264039,195.0921376,1.979200232
144600,9.08184291,413.8304376,190.1895306,2.175884426
144900,12.11260659,397.8606629,185.297429,2.147146159
145200,13.61099468,389.2487218,180.4210712,2.157446019
145500,13.81784536,338.5409718,175.565679,1.928286746
145800,12.47891576,421.5656433,170.7364517,2.469101584
146100,16.23558747,274.3344863,165.9385605,1.653229276
146400,8.334839582,491.0199597,161.1771432,3.046461489
146700,10.3400338,311.6852748,156.4572984,1.992142764
147000,15.24357297,260.9286404,151.7840802,1.719077785
147300,10.66599875,360.4082705,147.1624928,2.449049779
147600,20.15888177,231.0298704,142.5974851,1.620153891
147900,14.08826669,282.4844496,138.0939455,2.045596195
148200,15.99680196,287.2248739,133.6566965,2.14897481
148500,18.38128038,298.9109353,129.2904895,2.311932893
148800,16.41834721,291.7239117,125,2.333791294
149100,23.30542841,258.4275902,120.7898224,2.139481498
149400,23.20707019,231.8867951,116.664465,1.98763861
149700,19.79679908,212.8334063,112.6283455,1.889696642
150000,26.0535213,147.6676509,108.6857856,1.358665718
150300,20.72286846,183.9284987,104.8410074,1.754356461
150600,24.96073145,120.6493596,101.0981277,1.193388664
150900,28.90235702,168.9150443,97.4611547,1.733152503
151200,32.13403598,141.4714589,93.93398282,1.506073251
151500,26.23997217,142.5040614,90.5203891,1.574275838
151800,32.60953716,150.6366345,87.22402888,1.727008445
152100,27.23304567,119.9655318,84.048432,1.42733813
152400,28.51655189,149.6013109,80.99699896,1.846998195
152700,28.92395566,105.8686371,78.07299731,1.356021169
153000,37.68697565,90.53357363,75.27955815,1.202631576
153300,37.55013852,95.35176808,72.61967277,1.313029437
153600,36.44115671,119.1540731,70.09618943,1.699865201
153900,38.53147436,106.2190237,67.71181035,1.568692717
154200,33.80300122,91.8512271,65.46908877,1.402970911
154500,35.25848656,93.88438845,63.37042626,1.481517389
154800,40.6549142,92.9148492,61.41807012,1.512825932
155100,38.96493533,73.1828791,59.61411099,1.227610005
155400,39.92907773,51.33709972,57.96048058,0.885725915
155700,40.09849649,85.76001431,56.45894964,1.518979982
156000,39.8174406,58.05011085,55.11112606,1.053328339
156300,39.18375109,70.74631414,53.91845311,1.312098364
156600,42.47506573,89.63915464,52.88220794,1.695072088
156900,39.76239877,77.76812784,52.00350019,1.49544026
